"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NDUFAF4",1.28065996258843e-31,0.289061464090935,0.44,0.232,3.10828979519837e-27,"5","NDUFAF4"
"RBMX",1.7025951378037e-31,0.37601177886615,0.634,0.416,4.13236865896337e-27,"5","RBMX"
"RSL1D11",1.75670113694507e-31,0.38530076393985,0.778,0.575,4.26368932947937e-27,"5","RSL1D1"
"HNRNPA2B11",1.97629522338725e-31,0.373152568553512,0.977,0.958,4.79666613668319e-27,"5","HNRNPA2B1"
"ATF4",3.16946753984379e-31,0.405583300314726,0.914,0.793,7.69261466595487e-27,"5","ATF4"
"TWIST21",5.10682268355915e-31,0.431894602330652,0.679,0.443,1.23947693352664e-26,"5","TWIST2"
"SOD22",5.34902540568358e-31,0.495831339254977,0.971,0.963,1.29826195621346e-26,"5","SOD2"
"COL18A11",6.18893922174835e-31,0.307200901812811,0.582,0.352,1.50211743851054e-26,"5","COL18A1"
"NUDT4",7.18030765659076e-31,0.395702220493417,0.661,0.441,1.74273247133114e-26,"5","NUDT4"
"SMS",8.49914076913576e-31,0.559883496847358,0.767,0.607,2.06282645607694e-26,"5","SMS"
"PLXDC21",1.43264145235576e-30,0.477328818864113,0.585,0.366,3.47716406901267e-26,"5","PLXDC2"
"RORA1",1.43889599748094e-30,0.393148500550434,0.691,0.473,3.49234447548599e-26,"5","RORA"
"SMIM26",1.88349623902124e-30,0.297525354766885,0.57,0.345,4.57143372172844e-26,"5","SMIM26"
"HSPA91",2.08588434463968e-30,0.348509606011588,0.893,0.745,5.06264989287497e-26,"5","HSPA9"
"TENM42",2.15468881696231e-30,0.304917889439593,0.321,0.147,5.22964522764923e-26,"5","TENM4"
"EEF21",2.56808343615915e-30,0.320717808020938,0.979,0.937,6.23299530790186e-26,"5","EEF2"
"CDKN1A",3.24481683170124e-30,0.406822745127233,0.784,0.58,7.87549493222209e-26,"5","CDKN1A"
"PITHD1",4.02917316563698e-30,0.282232142351866,0.501,0.283,9.77920619031751e-26,"5","PITHD1"
"FSCN1",8.27037871702215e-30,0.297320471588928,0.297,0.134,2.00730361840845e-25,"5","FSCN1"
"PAPPA1",8.34977315657133e-30,0.576229138040376,0.543,0.332,2.02657344283143e-25,"5","PAPPA"
"COA41",9.41943059328939e-30,0.318435234731081,0.457,0.255,2.28618999929727e-25,"5","COA4"
"SLC9A1",1.00254120581942e-29,0.27895747709488,0.39,0.198,2.43326776064431e-25,"5","SLC9A1"
"DNAJC81",1.23592994486e-29,0.394736710068548,0.766,0.578,2.9997255691697e-25,"5","DNAJC8"
"MAP1LC3B",1.59758727851739e-29,0.44870691536316,0.986,0.965,3.87750408368955e-25,"5","MAP1LC3B"
"CYP51A1",1.69990728611482e-29,0.348493834682946,0.514,0.31,4.12584497412928e-25,"5","CYP51A1"
"JARID21",2.29758975034965e-29,0.463092929255439,0.537,0.337,5.57648008307362e-25,"5","JARID2"
"GPRC5D-AS1",2.46095441053252e-29,0.302840809314635,0.28,0.122,5.97298244980347e-25,"5","GPRC5D-AS1"
"HSP90B12",2.68752468323187e-29,0.404502291996823,0.887,0.756,6.52289115867207e-25,"5","HSP90B1"
"SNHG17",3.36126495962567e-29,0.300740469307375,0.513,0.297,8.15812618350747e-25,"5","SNHG17"
"PGRMC1",3.44098447248717e-29,0.399667139180247,0.649,0.438,8.3516134131736e-25,"5","PGRMC1"
"CAMK1D1",3.45844844462826e-29,0.495804595443482,0.555,0.352,8.39400021995724e-25,"5","CAMK1D"
"SNHG8",3.61292200099883e-29,0.404394771096715,0.69,0.481,8.76892298862425e-25,"5","SNHG8"
"RPS3A2",3.75964284282208e-29,0.292170125228551,1,0.995,9.12502914381347e-25,"5","RPS3A"
"SELENOK",3.82309402043146e-29,0.379160279980623,0.772,0.559,9.27903149698919e-25,"5","SELENOK"
"SPON11",5.39184964314785e-29,0.35444242397635,0.548,0.325,1.30865582688841e-24,"5","SPON1"
"CPXM1",6.14517174820075e-29,0.26995447747619,0.301,0.139,1.4914946350058e-24,"5","CPXM1"
"FCGRT1",7.22391734946122e-29,0.303051615609981,0.579,0.356,1.75331697988773e-24,"5","FCGRT"
"MEIS21",7.7492957499801e-29,0.545315172755666,0.821,0.688,1.88083157147767e-24,"5","MEIS2"
"HSPA8",7.87019492243123e-29,0.772181064473632,0.938,0.936,1.91017500962328e-24,"5","HSPA8"
"EEF1A12",8.17639721166257e-29,0.265185442154483,1,1,1.98449336724262e-24,"5","EEF1A1"
"FBL1",8.69662412581919e-29,0.311116019544779,0.516,0.311,2.11075764157758e-24,"5","FBL"
"NINJ11",1.00663940566404e-28,0.307481047871164,0.354,0.177,2.44321450148718e-24,"5","NINJ1"
"SFPQ",2.01214601720726e-28,0.318348579161911,0.97,0.891,4.88367959836374e-24,"5","SFPQ"
"PFDN51",2.75249718272199e-28,0.310809247472593,0.956,0.89,6.68058591218454e-24,"5","PFDN5"
"PAK1IP11",2.96484070634146e-28,0.302860699513146,0.439,0.245,7.19596487836135e-24,"5","PAK1IP1"
"MXRA8",3.0164645213994e-28,0.280201909133735,0.424,0.232,7.32126103988848e-24,"5","MXRA8"
"HNRNPA1",4.04071313194204e-28,0.352212820669085,0.97,0.919,9.80721484253651e-24,"5","HNRNPA1"
"PLD51",4.39839830723655e-28,0.488037059745003,0.295,0.138,1.06753525314938e-23,"5","PLD5"
"NBL12",4.81317966550586e-28,0.297364776550855,0.546,0.333,1.16820683661493e-23,"5","NBL1"
"YBX11",6.06946838250996e-28,0.316171204725245,0.991,0.972,1.47312067111899e-23,"5","YBX1"
"IFI27",6.78780328006059e-28,0.964031457287932,0.546,0.396,1.64746773410351e-23,"5","IFI27"
"STX18",7.91137769506661e-28,0.353805826759469,0.449,0.256,1.92017048036962e-23,"5","STX18"
"LIN7A",9.05289978143278e-28,0.266620066116058,0.286,0.13,2.19722930595155e-23,"5","LIN7A"
"RPL7A2",9.58536139360705e-28,0.273920174839767,1,0.994,2.32646306384237e-23,"5","RPL7A"
"PKNOX1",9.78585594253553e-28,0.295892451766707,0.454,0.258,2.3751250958128e-23,"5","PKNOX1"
"CMSS11",9.96634457702851e-28,0.443487333037433,0.732,0.553,2.41893149229059e-23,"5","CMSS1"
"ROBO12",1.10221303308734e-27,0.506563900351271,0.51,0.314,2.67518125260629e-23,"5","ROBO1"
"TIMP2",1.1053821920787e-27,0.423938908171039,0.861,0.752,2.68287311839422e-23,"5","TIMP2"
"ZFPM22",1.22923813625129e-27,0.45154981774348,0.711,0.494,2.98348388049552e-23,"5","ZFPM2"
"RPL351",1.4161893988785e-27,0.28106160890881,0.998,0.975,3.437233290018e-23,"5","RPL35"
"CEBPZ1",1.5867620913616e-27,0.320196534124378,0.655,0.433,3.85123027194373e-23,"5","CEBPZ"
"NDUFAF22",1.98242880591056e-27,0.397473619160573,0.601,0.403,4.81155295482552e-23,"5","NDUFAF2"
"CCDC92",3.09137129177667e-27,0.261256525246825,0.316,0.153,7.50306726227115e-23,"5","CCDC92"
"SSR21",5.18351028489818e-27,0.306532980035635,0.708,0.487,1.25808978124764e-22,"5","SSR2"
"RARRES21",5.63782971751141e-27,0.382999446036332,0.731,0.513,1.36835765073719e-22,"5","RARRES2"
"AGPAT41",6.31203823635908e-27,0.338429494426348,0.402,0.22,1.53199480034671e-22,"5","AGPAT4"
"JPT1",7.67054937767515e-27,0.265719501487957,0.425,0.236,1.86171903945553e-22,"5","JPT1"
"ATP6V1F1",8.99825990138442e-27,0.294907007386853,0.573,0.354,2.18396766066501e-22,"5","ATP6V1F"
"PSAP1",1.03662955798165e-26,0.334150419250767,0.814,0.635,2.51600360017726e-22,"5","PSAP"
"HDLBP",1.43615486965752e-26,0.391722523071337,0.749,0.557,3.48569148414575e-22,"5","HDLBP"
"HNRNPH3",1.99774012297892e-26,0.335732568397105,0.864,0.739,4.84871505248214e-22,"5","HNRNPH3"
"TMEM159",2.14591518256865e-26,0.39016650400616,0.448,0.27,5.20835073961237e-22,"5","TMEM159"
"CAMK2N1",2.30185864324996e-26,0.348037433755184,0.554,0.35,5.58684111303197e-22,"5","CAMK2N1"
"FAT3",2.32818902514387e-26,0.445258997465938,0.293,0.137,5.65074758292669e-22,"5","FAT3"
"ARHGAP241",2.39825801908518e-26,0.5238350072712,0.484,0.29,5.82081203812165e-22,"5","ARHGAP24"
"HNRNPA0",2.43108316333374e-26,0.277477486420331,0.687,0.456,5.90048194572733e-22,"5","HNRNPA0"
"STIP11",2.9318229709622e-26,0.328593506100057,0.756,0.54,7.11582753282236e-22,"5","STIP1"
"ARHGAP20",3.16817777609225e-26,0.270705403727349,0.309,0.149,7.68948428035351e-22,"5","ARHGAP20"
"PTPRD",3.29439212708271e-26,0.394503605978094,0.448,0.255,7.99581913164245e-22,"5","PTPRD"
"HSPE11",3.43652968502356e-26,0.26101963192519,0.989,0.959,8.34080119852068e-22,"5","HSPE1"
"NAF1",3.63154117413276e-26,0.26522244308991,0.419,0.234,8.81411358373763e-22,"5","NAF1"
"MICU31",3.93538591754705e-26,0.290013615486196,0.392,0.21,9.55157516047845e-22,"5","MICU3"
"KCTD20",4.11256200572488e-26,0.288415009819037,0.404,0.221,9.98159924409487e-22,"5","KCTD20"
"AEBP11",4.19866923286074e-26,0.375221237810039,0.596,0.395,1.01905900950763e-21,"5","AEBP1"
"ATXN11",4.83275930382171e-26,0.341299165706225,0.933,0.82,1.17295901063057e-21,"5","ATXN1"
"LDLRAD41",5.16651746731884e-26,0.406249087130376,0.48,0.285,1.25396545449295e-21,"5","LDLRAD4"
"UAP1",5.36991811378867e-26,0.355193616137021,0.75,0.556,1.30333282539765e-21,"5","UAP1"
"PDE4B",7.43811980910344e-26,0.371527198751358,0.277,0.131,1.8053060588675e-21,"5","PDE4B"
"PDIA32",7.54250749234622e-26,0.319156604017444,0.818,0.622,1.83064199346735e-21,"5","PDIA3"
"SERBP11",8.80571350465423e-26,0.366949435520423,0.908,0.82,2.13723472471463e-21,"5","SERBP1"
"ADGRD1",1.02856839385389e-25,0.27103299362975,0.303,0.147,2.49643834872278e-21,"5","ADGRD1"
"MSANTD3",1.03359077298266e-25,0.329100466896687,0.649,0.433,2.50862816510622e-21,"5","MSANTD3"
"PBX11",1.1642156237517e-25,0.408677324654303,0.89,0.813,2.82566774040776e-21,"5","PBX1"
"CD2761",1.18614220493808e-25,0.265676888845573,0.419,0.234,2.8788857456052e-21,"5","CD276"
"PDPN1",1.33186607486862e-25,0.32526555717662,0.393,0.217,3.23257215031362e-21,"5","PDPN"
"CCBE11",1.41331085158359e-25,0.687135149600454,0.349,0.19,3.43024676787854e-21,"5","CCBE1"
"BORCS7",1.45121489833211e-25,0.28704988763117,0.404,0.228,3.52224367974187e-21,"5","BORCS7"
"POLR2A",1.55727446659851e-25,0.290597777196193,0.501,0.296,3.77966085788125e-21,"5","POLR2A"
"BEX2",1.69467802601392e-25,0.321892551465539,0.313,0.158,4.11315303693839e-21,"5","BEX2"
"HSPH1",1.74507043105027e-25,0.764048916975642,0.961,0.963,4.23546044320211e-21,"5","HSPH1"
"CEBPZOS",1.7601431207837e-25,0.262623575753752,0.407,0.227,4.27204336845411e-21,"5","CEBPZOS"
"MANF",2.0279897609598e-25,0.311166434341872,0.483,0.29,4.92213394882553e-21,"5","MANF"
"RGS2",2.19706899239344e-25,0.596020498220784,0.593,0.399,5.33250615143813e-21,"5","RGS2"
"ZNF92",2.22917545262695e-25,0.256190623233864,0.31,0.153,5.41043174107087e-21,"5","ZNF92"
"CXCL121",2.34892936723613e-25,0.339989070801194,0.542,0.336,5.70108646721882e-21,"5","CXCL12"
"LARP61",2.47653438392776e-25,0.25282483725059,0.393,0.213,6.01079660323107e-21,"5","LARP6"
"OGFRL11",3.21483029536728e-25,0.297718497188339,0.352,0.187,7.80271460988592e-21,"5","OGFRL1"
"DENR",3.32550803695925e-25,0.257316575202355,0.492,0.292,8.0713405565038e-21,"5","DENR"
"G3BP11",3.40283021065701e-25,0.324509152343246,0.775,0.595,8.25900920428563e-21,"5","G3BP1"
"GNL3",6.16387521338836e-25,0.274736660408122,0.667,0.443,1.49603415304149e-20,"5","GNL3"
"ERG1",6.92794082299867e-25,0.297441612723117,0.325,0.165,1.68148051715001e-20,"5","ERG"
"PER3",7.3390825286129e-25,0.277987024152336,0.398,0.216,1.78126872051964e-20,"5","PER3"
"SFRP11",9.04381624780372e-25,0.351116082845882,0.534,0.332,2.19502464150444e-20,"5","SFRP1"
"LONRF3",9.67438317553021e-25,0.305125417104609,0.365,0.192,2.34806954053294e-20,"5","LONRF3"
"PLSCR1",9.87692889096622e-25,0.276479306775927,0.46,0.268,2.39722941112641e-20,"5","PLSCR1"
"SERPING11",1.01953420566182e-24,0.304309289440574,0.617,0.404,2.47451147056181e-20,"5","SERPING1"
"TMBIM62",1.19776197692473e-24,0.302686432668466,0.873,0.705,2.907088094194e-20,"5","TMBIM6"
"ANP32E",1.47245687302875e-24,0.277705920155779,0.469,0.28,3.57380007652808e-20,"5","ANP32E"
"RPL52",1.71184457668241e-24,0.262565472001376,1,0.988,4.15481797206589e-20,"5","RPL5"
"RABGAP1L",1.94630486398445e-24,0.557318510462489,0.464,0.285,4.72387653537666e-20,"5","RABGAP1L"
"CPQ1",2.0898427284749e-24,0.264320019127402,0.489,0.288,5.07225728628142e-20,"5","CPQ"
"NR3C11",2.16005864986738e-24,0.411109049458003,0.643,0.444,5.24267834909312e-20,"5","NR3C1"
"HTRA11",2.47832774526019e-24,0.261697970978423,0.393,0.219,6.01514927052101e-20,"5","HTRA1"
"FLRT22",2.52510670074792e-24,0.346551239276996,0.36,0.192,6.12868647338528e-20,"5","FLRT2"
"VAMP2",3.25374736503277e-24,0.256596208515686,0.469,0.28,7.89717022967103e-20,"5","VAMP2"
"CGNL11",3.89487724148903e-24,0.254006331473076,0.333,0.171,9.45325655281803e-20,"5","CGNL1"
"BMP21",4.27973908054886e-24,0.312402147514542,0.31,0.157,1.03873547224001e-19,"5","BMP2"
"SLC19A2",4.34634134310252e-24,0.290381555722226,0.481,0.289,1.05490050738441e-19,"5","SLC19A2"
"ZBTB21",5.13402896219048e-24,0.292921084925732,0.564,0.363,1.24608016941325e-19,"5","ZBTB21"
"COL4A12",5.21862542060814e-24,0.353104387108114,0.927,0.855,1.2666125758358e-19,"5","COL4A1"
"ARMCX1",6.00277899207116e-24,0.275257082878797,0.387,0.217,1.45693448916559e-19,"5","ARMCX1"
"PWWP3B1",6.24751546076038e-24,0.473582180977466,0.377,0.212,1.51633447748115e-19,"5","PWWP3B"
"CCNI1",7.57316497326318e-24,0.31431121841509,0.865,0.735,1.83808287066071e-19,"5","CCNI"
"SLC4A72",7.63459786790078e-24,0.473264603877994,0.821,0.688,1.8529932485182e-19,"5","SLC4A7"
"PHC21",7.88339559746628e-24,0.410331501687139,0.602,0.415,1.91337894546104e-19,"5","PHC2"
"TPBG1",8.38252996085638e-24,0.263137201791413,0.356,0.19,2.03452384679945e-19,"5","TPBG"
"MICOS101",8.59237848274245e-24,0.488113083774036,0.734,0.578,2.08545618154642e-19,"5","MICOS10"
"BTF31",1.09632276839054e-23,0.271601821539131,0.986,0.937,2.66088499116067e-19,"5","BTF3"
"BST2",1.51794762506967e-23,0.416687723831317,0.284,0.143,3.68421068080659e-19,"5","BST2"
"NFATC21",1.5484538950243e-23,0.282408838053684,0.345,0.185,3.75825244861349e-19,"5","NFATC2"
"SAT1",1.98285028052037e-23,0.393638325951649,0.946,0.903,4.81257591585099e-19,"5","SAT1"
"SLC2A13",2.5382444058763e-23,0.479164630768711,0.505,0.317,6.16057299750237e-19,"5","SLC2A13"
"TCP11",3.45053137963048e-23,0.294706192699321,0.877,0.716,8.37478471150113e-19,"5","TCP1"
"KCNIP42",5.703780334047e-23,0.383063057104092,0.424,0.248,1.38436452487655e-18,"5","KCNIP4"
"SOX4",8.11404637994067e-23,0.442678945417831,0.887,0.856,1.9693601968754e-18,"5","SOX4"
"LINC00472",1.00882573601513e-22,0.437056687467791,0.43,0.262,2.44852094388231e-18,"5","LINC00472"
"TOR1AIP1",1.0706635130449e-22,0.278346126638542,0.534,0.34,2.59860741251127e-18,"5","TOR1AIP1"
"DOK61",1.2414005583518e-22,0.258615721384263,0.266,0.127,3.01300329517564e-18,"5","DOK6"
"NT5C3A",1.25848655004967e-22,0.273469690440141,0.499,0.312,3.05447270562557e-18,"5","NT5C3A"
"RPL61",1.61846561872241e-22,0.252485245732645,1,0.987,3.92817790320117e-18,"5","RPL6"
"SPTSSA",1.74720428273793e-22,0.265298221628557,0.499,0.314,4.24063951463323e-18,"5","SPTSSA"
"MYLIP",2.08551847684505e-22,0.402384627082193,0.536,0.36,5.06176189515062e-18,"5","MYLIP"
"UQCRB2",2.69280355679566e-22,0.31118851601451,0.896,0.789,6.53570351269875e-18,"5","UQCRB"
"ACSL4",3.05266831791543e-22,0.288456642508842,0.489,0.3,7.40913127441254e-18,"5","ACSL4"
"VEGFC",3.11078217994595e-22,0.319188929227496,0.29,0.146,7.55017942894682e-18,"5","VEGFC"
"H2AFX",3.64509171547099e-22,0.394943498679448,0.523,0.34,8.84700210261964e-18,"5","H2AFX"
"TOMM71",3.67090101980471e-22,0.286192261301874,0.921,0.805,8.90964386516802e-18,"5","TOMM7"
"ISCA1",3.89909751058474e-22,0.273237772944619,0.531,0.343,9.46349956794021e-18,"5","ISCA1"
"EIF4A3",3.95013888504553e-22,0.401735600154678,0.775,0.619,9.587382087894e-18,"5","EIF4A3"
"KIF21A",4.16759235376478e-22,0.327664628311729,0.442,0.267,1.01151634018225e-17,"5","KIF21A"
"KITLG",5.42771528653413e-22,0.369058923821119,0.549,0.367,1.3173607771947e-17,"5","KITLG"
"UFM12",5.84650043310182e-22,0.330323182356656,0.71,0.515,1.41900412011814e-17,"5","UFM1"
"NHP2",6.94881764842601e-22,0.272120686653272,0.449,0.276,1.68654753144948e-17,"5","NHP2"
"CNBP1",8.51581232192817e-22,0.30079040853774,0.887,0.759,2.06687280865519e-17,"5","CNBP"
"RAB21",8.65049908629103e-22,0.311968724983768,0.787,0.621,2.0995626332337e-17,"5","RAB21"
"NSA2",9.6006318172128e-22,0.319191026558163,0.729,0.553,2.33016934835572e-17,"5","NSA2"
"MXD1",9.81497458576986e-22,0.284786284718667,0.413,0.247,2.3821924817122e-17,"5","MXD1"
"CHSY31",1.02323809366017e-21,0.374534020355687,0.401,0.235,2.48350117712259e-17,"5","CHSY3"
"MAP4K42",1.09832590441878e-21,0.361031413178865,0.838,0.67,2.66574680261481e-17,"5","MAP4K4"
"BLOC1S6",1.13789752196445e-21,0.307684890677746,0.54,0.361,2.76179107555991e-17,"5","BLOC1S6"
"SNHG161",1.14065931065331e-21,0.326575534810105,0.682,0.497,2.76849421288664e-17,"5","SNHG16"
"ETS11",1.25749929154753e-21,0.317283297741313,0.731,0.546,3.05207653051502e-17,"5","ETS1"
"GALNT2",1.91686761867933e-21,0.262143173900672,0.415,0.246,4.6524293972966e-17,"5","GALNT2"
"SNHG151",2.26569502608595e-21,0.266043489016158,0.596,0.399,5.4990683978132e-17,"5","SNHG15"
"CENPP",2.27115240016169e-21,0.277534187534198,0.295,0.152,5.51231399043244e-17,"5","CENPP"
"MYC",2.35539625790803e-21,0.398144599720313,0.785,0.634,5.71678225756857e-17,"5","MYC"
"MAF",2.44608370409889e-21,0.285933712317315,0.428,0.256,5.93688975821843e-17,"5","MAF"
"KCND2",2.98670732931397e-21,0.419774959334313,0.256,0.126,7.24903735897794e-17,"5","KCND2"
"TIMP31",3.0689208877087e-21,0.630046709930019,0.865,0.852,7.44857788655778e-17,"5","TIMP3"
"CCDC85B",3.24723499820628e-21,0.288938479393069,0.558,0.37,7.88136406414647e-17,"5","CCDC85B"
"MTHFD21",3.30931805729607e-21,0.267129779311593,0.458,0.282,8.0320458568633e-17,"5","MTHFD2"
"MDFIC",3.84500834429735e-21,0.276665959351443,0.428,0.256,9.33221975244409e-17,"5","MDFIC"
"RSL24D11",3.99895652748086e-21,0.308092979116622,0.764,0.589,9.7058673878488e-17,"5","RSL24D1"
"ANK21",4.49889829165325e-21,0.340529099548515,0.452,0.281,1.09192760436716e-16,"5","ANK2"
"ALG13",5.26202996773279e-21,0.255707935402779,0.407,0.24,1.27714729346843e-16,"5","ALG13"
"MYO9B",5.58802140078078e-21,0.26699587630737,0.545,0.359,1.3562686741835e-16,"5","MYO9B"
"ZNF331",5.97987859235507e-21,0.2986445140872,0.319,0.17,1.4513763331505e-16,"5","ZNF331"
"NSRP12",6.20862429544984e-21,0.258345349013692,0.589,0.394,1.50689520274863e-16,"5","NSRP1"
"PDE1A1",7.09484473967787e-21,0.391162699896876,0.298,0.158,1.72198976676721e-16,"5","PDE1A"
"PTPRG1",7.16150960567675e-21,0.432156049645813,0.613,0.431,1.7381699963938e-16,"5","PTPRG"
"IFITM31",7.78526822936853e-21,0.287242996476736,0.967,0.939,1.88956245195004e-16,"5","IFITM3"
"FJX11",1.61250793089639e-20,0.259982893718095,0.377,0.217,3.91371799907864e-16,"5","FJX1"
"ARHGAP102",1.82062013289238e-20,0.312665437522956,0.563,0.363,4.4188271245431e-16,"5","ARHGAP10"
"IGFBP3",1.99094356892624e-20,0.435752430537184,0.446,0.287,4.83221913614087e-16,"5","IGFBP3"
"NDRG1",3.54215376233437e-20,0.262566554501833,0.666,0.458,8.59716139656174e-16,"5","NDRG1"
"TRIR",4.1928159268394e-20,0.262141937588744,0.725,0.538,1.01763835360319e-15,"5","TRIR"
"REEP52",1.21969947038784e-19,0.251790253336658,0.707,0.495,2.96033258457832e-15,"5","REEP5"
"DDX101",1.3224183617508e-19,0.275864575964283,0.47,0.303,3.20964160580536e-15,"5","DDX10"
"SNRPE",1.33926506693896e-19,0.285527260629274,0.644,0.457,3.25053024396756e-15,"5","SNRPE"
"ESF1",1.34732888977198e-19,0.289149999646928,0.474,0.306,3.27010194836556e-15,"5","ESF1"
"CCDC59",1.41492132807448e-19,0.257566814754623,0.596,0.407,3.43415555536956e-15,"5","CCDC59"
"GTF2B",1.42836389628738e-19,0.269426925987191,0.508,0.333,3.4667820126791e-15,"5","GTF2B"
"EIF1AX1",1.52230522311455e-19,0.31344563886102,0.921,0.879,3.69478700702132e-15,"5","EIF1AX"
"MAPK6",1.81488287948035e-19,0.298834376596682,0.785,0.626,4.40490223678676e-15,"5","MAPK6"
"DCLK11",2.41633579915065e-19,0.324315243648517,0.342,0.195,5.86468861811855e-15,"5","DCLK1"
"HNRNPH1",3.10150732480594e-19,0.263283515156318,0.862,0.711,7.52766842803651e-15,"5","HNRNPH1"
"SOAT1",3.50789324701182e-19,0.271452933456111,0.483,0.315,8.51400769982239e-15,"5","SOAT1"
"UBASH3B",4.62971991290316e-19,0.28330753054797,0.489,0.31,1.12367932006073e-14,"5","UBASH3B"
"EIF3J1",7.08061742754536e-19,0.326501052950441,0.802,0.663,1.71853665583954e-14,"5","EIF3J"
"HEXIM1",7.79121199648331e-19,0.311276846085001,0.584,0.405,1.89100506366646e-14,"5","HEXIM1"
"SMAD7",8.69010137215741e-19,0.315934833137635,0.531,0.364,2.10917450403632e-14,"5","SMAD7"
"EIF4E",9.82563554951352e-19,0.466778169930484,0.756,0.613,2.38478000422243e-14,"5","EIF4E"
"ST3GAL11",1.06792933003518e-18,0.255604606795524,0.439,0.277,2.5919712769284e-14,"5","ST3GAL1"
"MBP",1.15317890846235e-18,0.287707201307956,0.46,0.293,2.79888052872898e-14,"5","MBP"
"C11orf58",1.16027621757317e-18,0.261402218470154,0.678,0.503,2.81610640767185e-14,"5","C11orf58"
"ARF4",1.34639745840661e-18,0.283369872583376,0.885,0.773,3.26784127129869e-14,"5","ARF4"
"HMGN21",1.98791230520774e-18,0.300758861971237,0.649,0.471,4.82486195596971e-14,"5","HMGN2"
"PRICKLE1",2.01631229145217e-18,0.341513943147482,0.351,0.206,4.89379156258356e-14,"5","PRICKLE1"
"SPATS2L",2.0430998963924e-18,0.290683479423542,0.818,0.661,4.958807758534e-14,"5","SPATS2L"
"PKM1",3.54016555592645e-18,0.275406387114731,0.477,0.314,8.59233582078908e-14,"5","PKM"
"DDX182",3.6505983511024e-18,0.281689841636593,0.649,0.471,8.86036725796063e-14,"5","DDX18"
"SERTAD11",5.77333100130701e-18,0.400666975796747,0.756,0.606,1.40124516732723e-13,"5","SERTAD1"
"RNMT",5.78630850217911e-18,0.251498734461259,0.608,0.429,1.40439493656389e-13,"5","RNMT"
"TAF9",6.69701519783531e-18,0.262069899188046,0.439,0.28,1.62543255866661e-13,"5","TAF9"
"ZBTB201",6.82781202887952e-18,0.28099308122394,0.72,0.553,1.65717825752935e-13,"5","ZBTB20"
"ISOC1",1.60978773940343e-17,0.26178129660561,0.455,0.291,3.90711582230606e-13,"5","ISOC1"
"PRDX11",2.47720697929129e-17,0.265466512663795,0.947,0.894,6.0124290594379e-13,"5","PRDX1"
"ZHX2",2.694156377811e-17,0.267661732078315,0.572,0.39,6.53898694458508e-13,"5","ZHX2"
"HIST1H2AC",4.15827076128341e-17,0.368549797336953,0.278,0.151,1.0092538964711e-12,"5","HIST1H2AC"
"NRIP12",6.15605669029378e-17,0.267264645657838,0.933,0.848,1.4941365193012e-12,"5","NRIP1"
"MGP2",6.52791768550915e-17,0.38710331866726,0.926,0.885,1.58439090144992e-12,"5","MGP"
"PNPLA81",6.83210706309409e-17,0.317353664348971,0.735,0.604,1.65822070528357e-12,"5","PNPLA8"
"ARC",7.32147911336352e-17,0.479276967351135,0.445,0.294,1.77699619560446e-12,"5","ARC"
"AC092691.1",7.76694015079808e-17,0.309654274317797,0.266,0.145,1.8851140440002e-12,"5","AC092691.1"
"CSGALNACT2",8.37215105952749e-17,0.280245188381261,0.578,0.418,2.03200478365792e-12,"5","CSGALNACT2"
"IGF1R1",1.15364151712563e-16,0.389472223768764,0.723,0.594,2.80000332621563e-12,"5","IGF1R"
"HLA-B",1.27842332383156e-16,0.280032204974837,0.897,0.799,3.10286124927159e-12,"5","HLA-B"
"P4HA11",2.87218119219866e-16,0.259302358513547,0.589,0.419,6.97107097158537e-12,"5","P4HA1"
"DDR21",5.26246084712799e-16,0.331852177828399,0.714,0.574,1.27725187220643e-11,"5","DDR2"
"ARL4C2",5.53998317489551e-16,0.455192693373522,0.375,0.244,1.34460931637889e-11,"5","ARL4C"
"SELENOS2",7.4790833254631e-16,0.26218240193455,0.52,0.363,1.81524831392315e-11,"5","SELENOS"
"SERPINE12",1.07187874055446e-15,0.371225653190975,0.655,0.493,2.60155689119973e-11,"5","SERPINE1"
"PA2G41",1.09345204662935e-15,0.287640931887211,0.572,0.411,2.65391746237409e-11,"5","PA2G4"
"COPS8",1.17882554503896e-15,0.256624147063707,0.486,0.333,2.86112748036405e-11,"5","COPS8"
"HLA-E1",1.23053009594e-15,0.355056707334517,0.832,0.701,2.98661959585598e-11,"5","HLA-E"
"AMD1",1.36177567372116e-15,0.259806269521897,0.849,0.708,3.30516573768862e-11,"5","AMD1"
"CD552",1.36201858168453e-15,0.275078765639808,0.787,0.669,3.30575529960651e-11,"5","CD55"
"EIF5",1.44684822634357e-15,0.288253663415623,0.9,0.825,3.51164533015848e-11,"5","EIF5"
"GSN1",1.72238351706206e-15,0.320251872696166,0.79,0.671,4.18039703426133e-11,"5","GSN"
"ARL15",1.9318373147433e-15,0.351062900345285,0.392,0.259,4.68876234661347e-11,"5","ARL15"
"CCNG2",2.61495397147017e-15,0.254773318740738,0.327,0.197,6.34675478415526e-11,"5","CCNG2"
"SOBP",3.26770474401417e-15,0.269659493057458,0.464,0.313,7.9310461841968e-11,"5","SOBP"
"ZCCHC72",4.11909852727984e-15,0.272087064769003,0.522,0.368,9.9974640355609e-11,"5","ZCCHC7"
